timestamp,portfolio_value,cash,TSLA_position,TSLA_vwap,TSLA_pred_bp,TSLA_signals,TSLA_decision,TSLA_action,NVDA_position,NVDA_vwap,NVDA_pred_bp,NVDA_signals,NVDA_decision,NVDA_action,AAPL_position,AAPL_vwap,AAPL_pred_bp,AAPL_signals,AAPL_decision,AAPL_action,META_position,META_vwap,META_pred_bp,META_signals,META_decision,META_action,PFE_position,PFE_vwap,PFE_pred_bp,PFE_signals,PFE_decision,PFE_action,PLTR_position,PLTR_vwap,PLTR_pred_bp,PLTR_signals,PLTR_decision,PLTR_action,UBER_position,UBER_vwap,UBER_pred_bp,UBER_signals,UBER_decision,UBER_action,BAC_position,BAC_vwap,BAC_pred_bp,BAC_signals,BAC_decision,BAC_action,V_position,V_vwap,V_pred_bp,V_signals,V_decision,V_action,NFLX_position,NFLX_vwap,NFLX_pred_bp,NFLX_signals,NFLX_decision,NFLX_action,return_pct,timestamp_str,current_cash,total_fees_paid,profit,pure_profit,total_shares_owned,active_positions,capital_utilization,drawdown_pct,total_trades
2025-03-17 10:00:00,568634.6545060002,568637.7995060002,0,245.7892,1979.4591946860614,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.6667,-7.101991465046105,"P:-1,M:0,R:0,B:0",Hold,Hold,0,212.3748,382.6502727559223,"P:1,M:0,R:0,B:0",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:0",Hold,Hold,0,25.7799,-8.131944520837864,"P:-1,M:1,R:1,B:-1",Hold,Hold,0,87.0266,-75.80205693530434,"P:-1,M:0,R:0,B:0",Hold,Hold,0,71.5993,-34.11997646155839,"P:-1,M:0,R:-1,B:-1",Hold,Hold,0,40.6723,732.6783267117801,"P:1,M:0,R:1,B:1",Buy,Buy,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,915.148,1.0752241799274591,"P:0,M:0,R:1,B:-1",Hold,Hold,13.726930901200046,2025-03-17 10:00,440720.2710060002,4268.177394,68634.65450600022,72902.83190000022,3145,1,22.495003160003545,0.0,1
2025-03-17 10:01:00,568632.2955060003,440720.2710060002,0,245.8649,1994.3458682428336,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.651,-5.677288185519482,"P:-1,M:-1,R:0,B:0",Hold,Hold,0,212.3748,382.6438064001417,"P:1,M:0,R:0,B:0",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:0",Hold,Hold,0,25.7799,3.3410461614469527,"P:1,M:0,R:1,B:-1",Hold,Hold,0,87.0104,-71.29750735301876,"P:-1,M:0,R:0,B:0",Hold,Hold,0,71.5993,-34.11997646155839,"P:-1,M:0,R:-1,B:-1",Hold,Hold,3145,40.6723,743.5412048205835,"P:1,M:0,R:1,B:1",Pyramid,Pyramid,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,915.148,1.0752241799274591,"P:0,M:0,R:1,B:-1",Hold,Hold,13.726459101200057,2025-03-17 10:01,344771.95630600024,4270.536394000001,68632.29550600029,72902.83190000028,5504,1,39.368207006391856,0.00041485336520474776,2
2025-03-17 10:02:00,568629.9365060002,344771.95630600024,0,245.7634,1970.119724000172,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.6317,-4.249943990381467,"P:-1,M:0,R:0,B:0",Hold,Hold,0,212.3748,382.6438064001417,"P:1,M:0,R:0,B:0",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:0",Hold,Hold,0,25.7799,3.3410461614469527,"P:1,M:0,R:1,B:-1",Hold,Hold,0,87.0288,-67.0146516085951,"P:-1,M:0,R:0,B:0",Hold,Hold,0,71.5993,-34.11997646155839,"P:-1,M:0,R:-1,B:-1",Hold,Hold,5504,40.6723,741.1092031856217,"P:1,M:0,R:1,B:1",Pyramid,Pyramid,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,921.0195,-12.664353155321288,"P:-1,M:1,R:1,B:-1",Hold,Hold,13.725987301200046,2025-03-17 10:02,248823.64160600025,4272.895394000001,68629.93650600023,72902.83190000024,7863,1,56.24155085204969,0.0008297067304299683,3
2025-03-17 10:03:00,568629.9365060002,248823.64160600025,0,245.8388,1995.8129265307698,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.519,-2.5907074712651066,"P:-1,M:0,R:0,B:1",Hold,Hold,0,212.3138,372.9311837835236,"P:1,M:0,R:0,B:0",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,25.7799,3.3410461614469527,"P:1,M:0,R:1,B:0",Hold,Hold,0,87.0283,-69.2000719768564,"P:-1,M:0,R:0,B:0",Hold,Hold,0,71.5597,-25.018461489258307,"P:-1,M:0,R:0,B:1",Hold,Hold,7863,40.6723,741.7188449375404,"P:1,M:0,R:1,B:0",Hold,Hold,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,926.562,-37.517020666857825,"P:-1,M:0,R:1,B:-1",Hold,Hold,13.725987301200046,2025-03-17 10:03,248823.64160600025,4272.895394000001,68629.93650600023,72902.83190000024,7863,1,56.24155085204969,0.0008297067304299683,3
2025-03-17 10:04:00,568629.9365060002,248823.64160600025,0,245.8135,1993.7203765825004,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.5894,5.852091770947043,"P:1,M:0,R:0,B:0",Hold,Hold,0,212.3138,374.43252803677336,"P:1,M:0,R:0,B:0",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,25.7799,3.3410461614469527,"P:1,M:0,R:1,B:0",Hold,Hold,0,87.0099,-70.18648810679538,"P:-1,M:0,R:0,B:0",Hold,Hold,0,71.5597,-21.95005881835031,"P:-1,M:0,R:0,B:1",Hold,Hold,7863,40.6723,742.0874437198544,"P:1,M:0,R:1,B:0",Hold,Hold,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,926.562,-66.28758846885056,"P:-1,M:0,R:1,B:-1",Hold,Hold,13.725987301200046,2025-03-17 10:04,248823.64160600025,4272.895394000001,68629.93650600023,72902.83190000024,7863,1,56.24155085204969,0.0008297067304299683,3
2025-03-17 10:05:00,568629.9365060002,248823.64160600025,0,246.0083,1993.6250566958772,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.5545,0.8108936196494674,"P:0,M:0,R:0,B:0",Hold,Hold,0,212.3503,384.77368927479415,"P:1,M:0,R:0,B:0",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,25.7799,3.3410461614469527,"P:1,M:0,R:1,B:0",Hold,Hold,0,86.9803,-66.80730362534315,"P:-1,M:0,R:0,B:0",Hold,Hold,0,71.5597,-21.95005881835031,"P:-1,M:0,R:0,B:1",Hold,Hold,7863,40.6723,742.2975356466695,"P:1,M:0,R:1,B:0",Hold,Hold,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,926.3692,-48.3289936786945,"P:-1,M:0,R:-1,B:-1",Hold,Hold,13.725987301200046,2025-03-17 10:05,248823.64160600025,4272.895394000001,68629.93650600023,72902.83190000024,7863,1,56.24155085204969,0.0008297067304299683,3
2025-03-17 10:06:00,568629.9365060002,248823.64160600025,0,246.0125,1990.8810170659524,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.4686,7.358279617183913,"P:1,M:0,R:0,B:1",Hold,Hold,0,212.3651,380.990516385828,"P:1,M:0,R:0,B:0",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,25.7799,3.3410461614469527,"P:1,M:0,R:1,B:0",Hold,Hold,0,86.9309,-66.23446923342927,"P:-1,M:0,R:0,B:0",Hold,Hold,0,71.5597,-21.922338710829944,"P:-1,M:0,R:0,B:0",Hold,Hold,7863,40.6723,741.9598879071452,"P:1,M:0,R:1,B:0",Hold,Hold,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,926.3692,-35.569428313854004,"P:-1,M:0,R:-1,B:0",Hold,Hold,13.725987301200046,2025-03-17 10:06,248823.64160600025,4272.895394000001,68629.93650600023,72902.83190000024,7863,1,56.24155085204969,0.0008297067304299683,3
2025-03-17 10:07:00,568629.9365060002,248823.64160600025,0,246.0609,1986.6719740735423,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.452,-6.6601401802465,"P:-1,M:0,R:0,B:1",Hold,Hold,0,212.3504,383.2425635643813,"P:1,M:0,R:0,B:0",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,25.7701,4.012900291301997,"P:1,M:-1,R:0,B:0",Hold,Hold,0,86.9093,-60.05048993516105,"P:-1,M:0,R:0,B:0",Hold,Hold,0,71.5597,-21.922338710829944,"P:-1,M:0,R:0,B:0",Hold,Hold,7863,40.6723,741.4637333121221,"P:1,M:0,R:1,B:0",Hold,Hold,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,926.3692,-35.569428313854004,"P:-1,M:0,R:-1,B:0",Hold,Hold,13.725987301200046,2025-03-17 10:07,248823.64160600025,4272.895394000001,68629.93650600023,72902.83190000024,7863,1,56.24155085204969,0.0008297067304299683,3
2025-03-17 10:08:00,568629.9365060002,248823.64160600025,0,246.0446,1980.8340400194465,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.483,-8.021491455064506,"P:-1,M:0,R:0,B:0",Hold,Hold,0,212.3983,383.32483458149414,"P:1,M:0,R:0,B:0",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,25.7644,6.548175325240457,"P:1,M:0,R:0,B:0",Hold,Hold,0,87.0173,-139.58976393469382,"P:-1,M:0,R:0,B:0",Hold,Hold,0,71.5597,-22.307221742170384,"P:-1,M:0,R:0,B:0",Hold,Hold,7863,40.6723,739.0795651069262,"P:1,M:0,R:1,B:0",Hold,Hold,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,926.3692,-19.794900070282218,"P:-1,M:0,R:-1,B:0",Hold,Hold,13.725987301200046,2025-03-17 10:08,248823.64160600025,4272.895394000001,68629.93650600023,72902.83190000024,7863,1,56.24155085204969,0.0008297067304299683,3
2025-03-17 10:09:00,568629.9365060002,248823.64160600025,0,246.0446,1985.4703826594089,"P:1,M:1,R:0,B:0",Hold,Hold,0,122.6252,-1.7521692720741036,"P:0,M:0,R:0,B:0",Hold,Hold,0,212.3983,380.01730034775727,"P:1,M:0,R:0,B:0",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,25.7644,-4.8576871771823384,"P:-1,M:0,R:0,B:0",Hold,Hold,0,87.1912,-64.67699038775501,"P:-1,M:0,R:0,B:-1",Hold,Hold,0,71.5597,-22.307221742170384,"P:-1,M:0,R:0,B:0",Hold,Hold,7863,40.6723,739.5757197019494,"P:1,M:0,R:1,B:0",Hold,Hold,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,926.3692,-19.794900070282218,"P:-1,M:0,R:-1,B:0",Hold,Hold,13.725987301200046,2025-03-17 10:09,248823.64160600025,4272.895394000001,68629.93650600023,72902.83190000024,7863,1,56.24155085204969,0.0008297067304299683,3
2025-03-17 10:10:00,568629.9365060002,248823.64160600025,0,246.1589,1981.3556275127323,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.6511,-3.378288739995978,"P:-1,M:1,R:0,B:0",Hold,Hold,0,212.3983,379.99574821330634,"P:1,M:1,R:0,B:0",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,25.7644,-4.751823716557528,"P:-1,M:0,R:0,B:0",Hold,Hold,0,87.272,-81.331646620534,"P:-1,M:1,R:0,B:-1",Hold,Hold,0,71.5597,-22.307221742170384,"P:-1,M:0,R:0,B:0",Hold,Hold,7863,40.6723,739.5757197019494,"P:1,M:0,R:1,B:0",Hold,Hold,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,926.3692,-19.794900070282218,"P:-1,M:0,R:-1,B:0",Hold,Hold,13.725987301200046,2025-03-17 10:10,248823.64160600025,4272.895394000001,68629.93650600023,72902.83190000024,7863,1,56.24155085204969,0.0008297067304299683,3
2025-03-17 10:11:00,568629.9365060002,248823.64160600025,0,246.3096,1977.405027285148,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.6796,-1.6925092072275907,"P:0,M:0,R:0,B:0",Hold,Hold,0,212.6,385.2725096278225,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,25.7644,-4.982798539738933,"P:-1,M:0,R:0,B:0",Hold,Hold,0,87.2986,-95.02384049901642,"P:-1,M:0,R:-1,B:-1",Hold,Hold,0,71.5597,-22.307221742170384,"P:-1,M:0,R:0,B:0",Hold,Hold,7863,40.6723,740.2059954823944,"P:1,M:0,R:1,B:0",Hold,Hold,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,926.3692,-19.794900070282218,"P:-1,M:0,R:-1,B:0",Hold,Hold,13.725987301200046,2025-03-17 10:11,248823.64160600025,4272.895394000001,68629.93650600023,72902.83190000024,7863,1,56.24155085204969,0.0008297067304299683,3
2025-03-17 10:12:00,568629.9365060002,248823.64160600025,0,246.3589,1980.075878848653,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.6885,-6.217309351719886,"P:-1,M:0,R:0,B:0",Hold,Hold,0,212.6,370.87498805709106,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,25.7601,-4.53090448928336,"P:-1,M:0,R:1,B:0",Hold,Hold,0,87.3504,-96.320013128785,"P:-1,M:0,R:-1,B:-1",Hold,Hold,0,71.5597,-22.307221742170384,"P:-1,M:0,R:0,B:0",Hold,Hold,7863,40.6723,739.3871997140483,"P:1,M:0,R:1,B:0",Hold,Hold,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,926.6272,-18.90614504105606,"P:-1,M:0,R:-1,B:0",Hold,Hold,13.725987301200046,2025-03-17 10:12,248823.64160600025,4272.895394000001,68629.93650600023,72902.83190000024,7863,1,56.24155085204969,0.0008297067304299683,3
2025-03-17 10:13:00,568627.5775060002,248823.64160600025,0,246.4199,1976.492291064332,"P:1,M:0,R:0,B:-1",Hold,Hold,0,122.6753,-6.5164053198891025,"P:-1,M:0,R:0,B:0",Hold,Hold,0,212.595,369.8980242196871,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,25.7601,-3.314382114094236,"P:-1,M:0,R:1,B:0",Hold,Hold,0,87.3797,-104.78102042990962,"P:-1,M:0,R:-1,B:-1",Hold,Hold,0,71.5597,-22.307221742170384,"P:-1,M:0,R:0,B:0",Hold,Hold,7863,40.6723,739.3871997140483,"P:1,M:1,R:1,B:0",Pyramid,Pyramid,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,926.6272,-21.10679765551903,"P:-1,M:0,R:-1,B:0",Hold,Hold,13.725515501200036,2025-03-17 10:13,152875.32690600026,4275.254394000001,68627.57750600018,72902.83190000018,10222,1,73.11503469871946,0.0012445600956551889,4
2025-03-17 10:14:00,568627.5775060002,152875.32690600026,0,246.3479,1966.3646166470767,"P:1,M:0,R:0,B:0",Hold,Hold,0,122.6495,-4.961001516262055,"P:-1,M:0,R:0,B:0",Hold,Hold,0,212.595,371.3234554423464,"P:1,M:0,R:-1,B:0",Hold,Hold,0,606.0814,2.0668022325461473,"P:1,M:0,R:-1,B:-1",Hold,Hold,0,25.7601,-3.314382114094236,"P:-1,M:0,R:1,B:0",Hold,Hold,0,87.337,-108.59748156073995,"P:-1,M:0,R:0,B:0",Hold,Hold,0,71.5597,-22.307221742170384,"P:-1,M:0,R:0,B:0",Hold,Hold,10222,40.6723,739.3871997140483,"P:1,M:0,R:1,B:0",Hold,Hold,0,330.0444,0.51789758959337,"P:0,M:0,R:1,B:-1",Hold,Hold,0,926.6272,-21.73254443305265,"P:-1,M:0,R:-1,B:0",Hold,Hold,13.725515501200036,2025-03-17 10:14,152875.32690600026,4275.254394000001,68627.57750600018,72902.83190000018,10222,1,73.11503469871946,0.0012445600956551889,4
